timestamp,Intensity,I/C,Speed_lane1,Speed_lane2,Rainfall,Sight,Date Time,Month,Weekday,Day,Weekend,Quarter,Hour,Minute
01/02/2019 06:00,102,0.1,63.4,60.2,0.5,57,2019-01-02 06:00:00,1,2,2,0,4,6,0
01/02/2019 06:15,135,0.14,76.9,67.2,0.13,58,2019-01-02 06:15:00,1,2,2,0,1,6,15
01/02/2019 06:30,266,0.27,71.5,60.6,0.13,58,2019-01-02 06:30:00,1,2,2,0,2,6,30
01/02/2019 06:45,411,0.41,75.6,64.5,0.13,58,2019-01-02 06:45:00,1,2,2,0,3,6,45
01/02/2019 07:00,596,0.6,71.1,62.6,0.13,58,2019-01-02 07:00:00,1,2,2,0,4,7,0
01/02/2019 07:15,586,0.59,71.4,62.6,0.13,56,2019-01-02 07:15:00,1,2,2,0,1,7,15
01/02/2019 07:30,659,0.66,74.1,65.8,0.13,56,2019-01-02 07:30:00,1,2,2,0,2,7,30
01/02/2019 07:45,646,0.65,78.2,67.8,0.13,56,2019-01-02 07:45:00,1,2,2,0,3,7,45
01/02/2019 08:00,570,0.57,59.9,58.6,0.13,56,2019-01-02 08:00:00,1,2,2,0,4,8,0
01/02/2019 08:15,410,0.41,45.4,49.4,0.0,38,2019-01-02 08:15:00,1,2,2,0,1,8,15
01/02/2019 08:30,721,0.72,90.5,79.2,0.0,38,2019-01-02 08:30:00,1,2,2,0,2,8,30
01/02/2019 08:45,767,0.77,85.8,75.8,0.0,38,2019-01-02 08:45:00,1,2,2,0,3,8,45
01/02/2019 09:00,648,0.65,91.6,81.1,0.0,38,2019-01-02 09:00:00,1,2,2,0,4,9,0
01/02/2019 09:15,508,0.51,103.3,89.2,0.0,47,2019-01-02 09:15:00,1,2,2,0,1,9,15
01/02/2019 09:30,488,0.49,105.6,92.6,0.0,47,2019-01-02 09:30:00,1,2,2,0,2,9,30
01/02/2019 09:45,528,0.53,100.1,87.8,0.0,47,2019-01-02 09:45:00,1,2,2,0,3,9,45
01/02/2019 10:00,463,0.46,105.7,91.2,0.0,47,2019-01-02 10:00:00,1,2,2,0,4,10,0
01/02/2019 10:15,421,0.42,103.2,92.4,0.0,43,2019-01-02 10:15:00,1,2,2,0,1,10,15
01/02/2019 10:30,449,0.45,103.5,91.2,0.0,43,2019-01-02 10:30:00,1,2,2,0,2,10,30
01/02/2019 10:45,441,0.44,102.9,90.5,0.0,43,2019-01-02 10:45:00,1,2,2,0,3,10,45
01/02/2019 11:00,475,0.48,106.0,91.6,0.0,43,2019-01-02 11:00:00,1,2,2,0,4,11,0
01/02/2019 11:15,452,0.45,106.3,91.3,0.0,29,2019-01-02 11:15:00,1,2,2,0,1,11,15
01/02/2019 11:30,505,0.51,104.2,90.6,0.0,29,2019-01-02 11:30:00,1,2,2,0,2,11,30
01/02/2019 11:45,484,0.48,105.2,91.8,0.0,29,2019-01-02 11:45:00,1,2,2,0,3,11,45
01/02/2019 12:00,470,0.47,104.9,92.4,0.0,29,2019-01-02 12:00:00,1,2,2,0,4,12,0
01/02/2019 12:15,453,0.45,105.5,92.9,0.0,15,2019-01-02 12:15:00,1,2,2,0,1,12,15
01/02/2019 12:30,551,0.55,106.2,91.2,0.0,15,2019-01-02 12:30:00,1,2,2,0,2,12,30
01/02/2019 12:45,569,0.57,103.9,90.5,0.0,15,2019-01-02 12:45:00,1,2,2,0,3,12,45
01/02/2019 13:00,558,0.56,95.5,81.4,0.0,15,2019-01-02 13:00:00,1,2,2,0,4,13,0
01/02/2019 13:15,501,0.5,103.9,91.5,0.0,34,2019-01-02 13:15:00,1,2,2,0,1,13,15
01/02/2019 13:30,564,0.56,104.4,90.8,0.0,34,2019-01-02 13:30:00,1,2,2,0,2,13,30
01/02/2019 13:45,584,0.58,103.3,90.1,0.0,34,2019-01-02 13:45:00,1,2,2,0,3,13,45
01/02/2019 14:00,605,0.61,105.4,89.8,0.0,34,2019-01-02 14:00:00,1,2,2,0,4,14,0
01/02/2019 14:15,421,0.42,104.2,90.8,0.5,28,2019-01-02 14:15:00,1,2,2,0,1,14,15
01/02/2019 14:30,616,0.62,105.0,92.4,0.5,28,2019-01-02 14:30:00,1,2,2,0,2,14,30
01/02/2019 14:45,725,0.73,101.3,89.3,0.5,28,2019-01-02 14:45:00,1,2,2,0,3,14,45
01/02/2019 15:00,634,0.63,105.6,91.9,0.5,28,2019-01-02 15:00:00,1,2,2,0,4,15,0
01/02/2019 15:15,663,0.66,102.4,89.8,0.75,32,2019-01-02 15:15:00,1,2,2,0,1,15,15
01/02/2019 15:30,670,0.67,103.5,90.5,0.75,32,2019-01-02 15:30:00,1,2,2,0,2,15,30
01/02/2019 15:45,736,0.74,101.0,89.1,0.75,32,2019-01-02 15:45:00,1,2,2,0,3,15,45
01/02/2019 16:00,846,0.85,98.1,87.0,0.75,32,2019-01-02 16:00:00,1,2,2,0,4,16,0
01/02/2019 16:15,780,0.78,77.9,63.7,0.0,43,2019-01-02 16:15:00,1,2,2,0,1,16,15
01/02/2019 16:30,816,0.82,67.0,59.4,0.0,43,2019-01-02 16:30:00,1,2,2,0,2,16,30
01/02/2019 16:45,765,0.77,97.3,85.6,0.0,43,2019-01-02 16:45:00,1,2,2,0,3,16,45
01/02/2019 17:00,744,0.74,101.8,89.8,0.0,43,2019-01-02 17:00:00,1,2,2,0,4,17,0
01/02/2019 17:15,719,0.72,104.0,92.1,0.0,50,2019-01-02 17:15:00,1,2,2,0,1,17,15
01/02/2019 17:30,783,0.78,100.9,88.6,0.0,50,2019-01-02 17:30:00,1,2,2,0,2,17,30
01/02/2019 17:45,729,0.73,102.9,90.6,0.0,50,2019-01-02 17:45:00,1,2,2,0,3,17,45
01/02/2019 18:00,716,0.72,104.4,90.2,0.0,50,2019-01-02 18:00:00,1,2,2,0,4,18,0
01/02/2019 18:15,587,0.59,103.9,88.4,0.0,57,2019-01-02 18:15:00,1,2,2,0,1,18,15
01/02/2019 18:30,610,0.61,103.6,89.7,0.0,57,2019-01-02 18:30:00,1,2,2,0,2,18,30
01/02/2019 18:45,539,0.54,106.8,92.2,0.0,57,2019-01-02 18:45:00,1,2,2,0,3,18,45
01/02/2019 19:00,407,0.41,108.2,92.4,0.0,57,2019-01-02 19:00:00,1,2,2,0,4,19,0
01/02/2019 19:15,436,0.44,113.8,95.3,0.0,56,2019-01-02 19:15:00,1,2,2,0,1,19,15
01/02/2019 19:30,385,0.39,116.7,99.3,0.0,56,2019-01-02 19:30:00,1,2,2,0,2,19,30
01/02/2019 19:45,342,0.34,118.5,98.8,0.0,56,2019-01-02 19:45:00,1,2,2,0,3,19,45
01/02/2019 20:00,308,0.31,117.5,100.1,0.0,56,2019-01-02 20:00:00,1,2,2,0,4,20,0
01/02/2019 20:15,290,0.29,114.2,101.8,0.0,57,2019-01-02 20:15:00,1,2,2,0,1,20,15
01/02/2019 20:30,278,0.28,118.7,104.2,0.0,57,2019-01-02 20:30:00,1,2,2,0,2,20,30
01/02/2019 20:45,247,0.25,117.1,101.6,0.0,57,2019-01-02 20:45:00,1,2,2,0,3,20,45
01/02/2019 21:00,219,0.22,120.2,101.1,0.0,57,2019-01-02 21:00:00,1,2,2,0,4,21,0
01/02/2019 21:15,231,0.23,115.0,101.7,0.0,56,2019-01-02 21:15:00,1,2,2,0,1,21,15
01/02/2019 21:30,214,0.21,116.8,101.7,0.0,56,2019-01-02 21:30:00,1,2,2,0,2,21,30
01/02/2019 21:45,224,0.22,119.1,100.2,0.0,56,2019-01-02 21:45:00,1,2,2,0,3,21,45
02/02/2019 06:00,45,0.05,121.5,101.0,0.13,50,2019-02-02 06:00:00,2,5,2,1,4,6,0
02/02/2019 06:15,46,0.05,115.7,99.6,0.13,40,2019-02-02 06:15:00,2,5,2,1,1,6,15
02/02/2019 06:30,68,0.07,118.1,93.2,0.13,40,2019-02-02 06:30:00,2,5,2,1,2,6,30
02/02/2019 06:45,110,0.11,111.4,93.7,0.13,40,2019-02-02 06:45:00,2,5,2,1,3,6,45
02/02/2019 07:00,68,0.07,112.3,95.4,0.13,40,2019-02-02 07:00:00,2,5,2,1,4,7,0
02/02/2019 07:15,115,0.12,114.5,94.5,0.25,30,2019-02-02 07:15:00,2,5,2,1,1,7,15
02/02/2019 07:30,116,0.12,107.0,94.1,0.25,30,2019-02-02 07:30:00,2,5,2,1,2,7,30
02/02/2019 07:45,123,0.12,110.0,98.1,0.25,30,2019-02-02 07:45:00,2,5,2,1,3,7,45
02/02/2019 08:00,140,0.14,107.7,98.5,0.25,30,2019-02-02 08:00:00,2,5,2,1,4,8,0
02/02/2019 08:15,140,0.14,115.1,98.7,0.75,23,2019-02-02 08:15:00,2,5,2,1,1,8,15
02/02/2019 08:30,221,0.22,113.6,97.0,0.75,23,2019-02-02 08:30:00,2,5,2,1,2,8,30
02/02/2019 08:45,294,0.29,111.3,94.8,0.75,23,2019-02-02 08:45:00,2,5,2,1,3,8,45
02/02/2019 09:00,285,0.29,108.8,96.3,0.75,23,2019-02-02 09:00:00,2,5,2,1,4,9,0
02/02/2019 09:15,285,0.29,108.3,97.8,1.25,20,2019-02-02 09:15:00,2,5,2,1,1,9,15
02/02/2019 09:30,293,0.29,109.1,95.9,1.25,20,2019-02-02 09:30:00,2,5,2,1,2,9,30
02/02/2019 09:45,415,0.42,102.9,92.2,1.25,20,2019-02-02 09:45:00,2,5,2,1,3,9,45
02/02/2019 10:00,453,0.45,105.7,94.1,1.25,20,2019-02-02 10:00:00,2,5,2,1,4,10,0
02/02/2019 10:15,426,0.43,106.8,92.7,5.25,12,2019-02-02 10:15:00,2,5,2,1,1,10,15
02/02/2019 10:30,489,0.49,104.7,90.6,5.25,12,2019-02-02 10:30:00,2,5,2,1,2,10,30
02/02/2019 10:45,481,0.48,103.0,91.3,5.25,12,2019-02-02 10:45:00,2,5,2,1,3,10,45
02/02/2019 11:00,509,0.51,103.4,91.9,5.25,12,2019-02-02 11:00:00,2,5,2,1,4,11,0
02/02/2019 11:15,491,0.49,104.0,91.0,1.5,17,2019-02-02 11:15:00,2,5,2,1,1,11,15
02/02/2019 11:30,542,0.54,102.1,90.2,1.5,17,2019-02-02 11:30:00,2,5,2,1,2,11,30
02/02/2019 11:45,558,0.56,104.0,91.0,1.5,17,2019-02-02 11:45:00,2,5,2,1,3,11,45
02/02/2019 12:00,549,0.55,101.9,90.3,1.5,17,2019-02-02 12:00:00,2,5,2,1,4,12,0
02/02/2019 12:15,534,0.53,105.2,91.2,0.5,16,2019-02-02 12:15:00,2,5,2,1,1,12,15
02/02/2019 12:30,513,0.51,105.2,92.7,0.5,16,2019-02-02 12:30:00,2,5,2,1,2,12,30
02/02/2019 12:45,573,0.57,104.6,92.3,0.5,16,2019-02-02 12:45:00,2,5,2,1,3,12,45
02/02/2019 13:00,576,0.58,105.9,93.7,0.5,16,2019-02-02 13:00:00,2,5,2,1,4,13,0
02/02/2019 13:15,555,0.56,104.0,92.7,2.0,13,2019-02-02 13:15:00,2,5,2,1,1,13,15
02/02/2019 13:30,605,0.61,103.6,91.6,2.0,13,2019-02-02 13:30:00,2,5,2,1,2,13,30
02/02/2019 13:45,628,0.63,104.0,91.9,2.0,13,2019-02-02 13:45:00,2,5,2,1,3,13,45
02/02/2019 14:00,613,0.61,103.7,92.1,2.0,13,2019-02-02 14:00:00,2,5,2,1,4,14,0
02/02/2019 14:15,603,0.6,104.0,92.9,1.0,22,2019-02-02 14:15:00,2,5,2,1,1,14,15
02/02/2019 14:30,620,0.62,103.5,91.9,1.0,22,2019-02-02 14:30:00,2,5,2,1,2,14,30
02/02/2019 14:45,595,0.6,106.2,91.7,1.0,22,2019-02-02 14:45:00,2,5,2,1,3,14,45
02/02/2019 15:00,578,0.58,105.2,93.2,1.0,22,2019-02-02 15:00:00,2,5,2,1,4,15,0
02/02/2019 15:15,565,0.57,105.4,92.4,0.13,23,2019-02-02 15:15:00,2,5,2,1,1,15,15
02/02/2019 15:30,577,0.58,107.6,93.6,0.13,23,2019-02-02 15:30:00,2,5,2,1,2,15,30
02/02/2019 15:45,565,0.57,106.6,93.8,0.13,23,2019-02-02 15:45:00,2,5,2,1,3,15,45
02/02/2019 16:00,567,0.57,105.2,94.2,0.13,23,2019-02-02 16:00:00,2,5,2,1,4,16,0
02/02/2019 16:15,521,0.52,108.1,95.5,0.13,25,2019-02-02 16:15:00,2,5,2,1,1,16,15
02/02/2019 16:30,524,0.52,106.9,94.6,0.13,25,2019-02-02 16:30:00,2,5,2,1,2,16,30
02/02/2019 16:45,529,0.53,108.4,95.9,0.13,25,2019-02-02 16:45:00,2,5,2,1,3,16,45
02/02/2019 17:00,435,0.44,108.0,94.7,0.13,25,2019-02-02 17:00:00,2,5,2,1,4,17,0
02/02/2019 17:15,478,0.48,107.2,95.2,0.0,21,2019-02-02 17:15:00,2,5,2,1,1,17,15
02/02/2019 17:30,541,0.54,108.4,95.6,0.0,21,2019-02-02 17:30:00,2,5,2,1,2,17,30
02/02/2019 17:45,556,0.56,106.6,94.4,0.0,21,2019-02-02 17:45:00,2,5,2,1,3,17,45
02/02/2019 18:00,530,0.53,106.1,95.0,0.0,21,2019-02-02 18:00:00,2,5,2,1,4,18,0
02/02/2019 18:15,402,0.4,107.4,93.6,0.0,19,2019-02-02 18:15:00,2,5,2,1,1,18,15
02/02/2019 18:30,318,0.32,107.9,95.3,0.0,19,2019-02-02 18:30:00,2,5,2,1,2,18,30
02/02/2019 18:45,335,0.34,108.9,94.8,0.0,19,2019-02-02 18:45:00,2,5,2,1,3,18,45
02/02/2019 19:00,296,0.3,108.8,96.9,0.0,19,2019-02-02 19:00:00,2,5,2,1,4,19,0
02/02/2019 19:15,274,0.27,115.5,102.9,0.0,9,2019-02-02 19:15:00,2,5,2,1,1,19,15
02/02/2019 19:30,263,0.26,116.1,104.9,0.0,9,2019-02-02 19:30:00,2,5,2,1,2,19,30
02/02/2019 19:45,295,0.3,115.4,103.6,0.0,9,2019-02-02 19:45:00,2,5,2,1,3,19,45
02/02/2019 20:00,301,0.3,115.5,103.0,0.0,9,2019-02-02 20:00:00,2,5,2,1,4,20,0
02/02/2019 20:15,284,0.28,116.4,102.5,0.0,9,2019-02-02 20:15:00,2,5,2,1,1,20,15
02/02/2019 20:30,307,0.31,118.6,101.5,0.0,9,2019-02-02 20:30:00,2,5,2,1,2,20,30
02/02/2019 20:45,230,0.23,118.5,104.5,0.0,9,2019-02-02 20:45:00,2,5,2,1,3,20,45
02/02/2019 21:00,235,0.24,115.6,103.5,0.0,9,2019-02-02 21:00:00,2,5,2,1,4,21,0
02/02/2019 21:15,229,0.23,119.1,106.2,0.0,17,2019-02-02 21:15:00,2,5,2,1,1,21,15
02/02/2019 21:30,217,0.22,116.8,104.3,0.0,17,2019-02-02 21:30:00,2,5,2,1,2,21,30
02/02/2019 21:45,215,0.22,115.3,100.9,0.0,17,2019-02-02 21:45:00,2,5,2,1,3,21,45
03/02/2019 06:00,35,0.04,117.0,104.1,0.0,3,2019-03-02 06:00:00,3,5,2,1,4,6,0
03/02/2019 06:30,34,0.03,102.5,104.3,0.0,18,2019-03-02 06:30:00,3,5,2,1,2,6,30
03/02/2019 06:45,40,0.04,96.0,102.2,0.0,18,2019-03-02 06:45:00,3,5,2,1,3,6,45
03/02/2019 07:00,52,0.05,107.0,100.4,0.0,18,2019-03-02 07:00:00,3,5,2,1,4,7,0
03/02/2019 07:15,50,0.05,115.3,95.7,0.0,22,2019-03-02 07:15:00,3,5,2,1,1,7,15
03/02/2019 07:30,48,0.05,104.0,106.7,0.0,22,2019-03-02 07:30:00,3,5,2,1,2,7,30
03/02/2019 07:45,51,0.05,111.5,102.6,0.0,22,2019-03-02 07:45:00,3,5,2,1,3,7,45
03/02/2019 08:00,49,0.05,100.0,101.8,0.0,22,2019-03-02 08:00:00,3,5,2,1,4,8,0
03/02/2019 08:15,60,0.06,121.3,105.5,0.0,22,2019-03-02 08:15:00,3,5,2,1,1,8,15
03/02/2019 08:30,72,0.07,115.0,100.8,0.0,22,2019-03-02 08:30:00,3,5,2,1,2,8,30
03/02/2019 08:45,91,0.09,112.7,99.1,0.0,22,2019-03-02 08:45:00,3,5,2,1,3,8,45
03/02/2019 09:00,113,0.11,102.0,99.5,0.0,22,2019-03-02 09:00:00,3,5,2,1,4,9,0
03/02/2019 09:15,143,0.14,108.6,95.8,0.0,64,2019-03-02 09:15:00,3,5,2,1,1,9,15
03/02/2019 09:30,162,0.16,108.0,95.2,0.0,64,2019-03-02 09:30:00,3,5,2,1,2,9,30
03/02/2019 09:45,202,0.2,105.7,95.5,0.0,64,2019-03-02 09:45:00,3,5,2,1,3,9,45
03/02/2019 10:00,237,0.24,113.7,94.2,0.0,64,2019-03-02 10:00:00,3,5,2,1,4,10,0
03/02/2019 10:15,262,0.26,108.4,95.9,0.0,70,2019-03-02 10:15:00,3,5,2,1,1,10,15
03/02/2019 10:30,277,0.28,109.3,95.1,0.0,70,2019-03-02 10:30:00,3,5,2,1,2,10,30
03/02/2019 10:45,333,0.33,104.4,94.2,0.0,70,2019-03-02 10:45:00,3,5,2,1,3,10,45
03/02/2019 11:00,341,0.34,106.7,94.7,0.0,70,2019-03-02 11:00:00,3,5,2,1,4,11,0
03/02/2019 11:15,294,0.29,104.7,93.2,0.0,75,2019-03-02 11:15:00,3,5,2,1,1,11,15
03/02/2019 11:30,310,0.31,108.2,95.1,0.0,75,2019-03-02 11:30:00,3,5,2,1,2,11,30
03/02/2019 11:45,385,0.39,106.3,93.1,0.0,75,2019-03-02 11:45:00,3,5,2,1,3,11,45
03/02/2019 12:00,482,0.48,106.8,94.0,0.0,75,2019-03-02 12:00:00,3,5,2,1,4,12,0
03/02/2019 12:15,398,0.4,107.9,95.1,0.0,75,2019-03-02 12:15:00,3,5,2,1,1,12,15
03/02/2019 12:30,462,0.46,108.3,95.3,0.0,75,2019-03-02 12:30:00,3,5,2,1,2,12,30
03/02/2019 12:45,515,0.52,106.1,94.6,0.0,75,2019-03-02 12:45:00,3,5,2,1,3,12,45
03/02/2019 13:00,550,0.55,107.3,94.6,0.0,75,2019-03-02 13:00:00,3,5,2,1,4,13,0
03/02/2019 13:15,511,0.51,108.2,95.2,0.0,75,2019-03-02 13:15:00,3,5,2,1,1,13,15
03/02/2019 13:30,557,0.56,106.4,94.5,0.0,75,2019-03-02 13:30:00,3,5,2,1,2,13,30
03/02/2019 13:45,588,0.59,106.1,93.2,0.0,75,2019-03-02 13:45:00,3,5,2,1,3,13,45
03/02/2019 14:00,575,0.58,103.5,92.9,0.0,75,2019-03-02 14:00:00,3,5,2,1,4,14,0
03/02/2019 14:15,533,0.53,105.7,94.0,0.0,75,2019-03-02 14:15:00,3,5,2,1,1,14,15
03/02/2019 14:30,537,0.54,106.0,94.3,0.0,75,2019-03-02 14:30:00,3,5,2,1,2,14,30
03/02/2019 14:45,521,0.52,105.3,94.1,0.0,75,2019-03-02 14:45:00,3,5,2,1,3,14,45
03/02/2019 15:00,525,0.53,105.2,95.5,0.0,75,2019-03-02 15:00:00,3,5,2,1,4,15,0
03/02/2019 15:15,531,0.53,105.4,94.0,0.0,75,2019-03-02 15:15:00,3,5,2,1,1,15,15
03/02/2019 15:30,462,0.46,109.9,95.7,0.0,75,2019-03-02 15:30:00,3,5,2,1,2,15,30
03/02/2019 15:45,464,0.46,107.9,95.3,0.0,75,2019-03-02 15:45:00,3,5,2,1,3,15,45
03/02/2019 16:00,441,0.44,108.2,97.2,0.0,75,2019-03-02 16:00:00,3,5,2,1,4,16,0
03/02/2019 16:15,421,0.42,110.4,96.1,0.0,70,2019-03-02 16:15:00,3,5,2,1,1,16,15
03/02/2019 16:30,449,0.45,109.6,96.2,0.0,70,2019-03-02 16:30:00,3,5,2,1,2,16,30
03/02/2019 16:45,476,0.48,108.8,96.1,0.0,70,2019-03-02 16:45:00,3,5,2,1,3,16,45
03/02/2019 17:00,483,0.48,109.1,95.6,0.0,70,2019-03-02 17:00:00,3,5,2,1,4,17,0
03/02/2019 17:15,476,0.48,107.1,95.2,0.0,65,2019-03-02 17:15:00,3,5,2,1,1,17,15
03/02/2019 17:30,412,0.41,107.4,95.8,0.0,65,2019-03-02 17:30:00,3,5,2,1,2,17,30
03/02/2019 17:45,423,0.42,110.0,98.0,0.0,65,2019-03-02 17:45:00,3,5,2,1,3,17,45
03/02/2019 18:00,391,0.39,107.9,95.1,0.0,65,2019-03-02 18:00:00,3,5,2,1,4,18,0
03/02/2019 18:15,329,0.33,108.9,95.4,0.0,63,2019-03-02 18:15:00,3,5,2,1,1,18,15
03/02/2019 18:30,293,0.29,107.6,96.9,0.0,63,2019-03-02 18:30:00,3,5,2,1,2,18,30
03/02/2019 18:45,290,0.29,110.7,96.1,0.0,63,2019-03-02 18:45:00,3,5,2,1,3,18,45
03/02/2019 19:00,275,0.28,112.4,96.6,0.0,63,2019-03-02 19:00:00,3,5,2,1,4,19,0
03/02/2019 19:15,310,0.31,115.0,101.8,0.0,60,2019-03-02 19:15:00,3,5,2,1,1,19,15
03/02/2019 19:30,316,0.32,116.7,102.5,0.0,60,2019-03-02 19:30:00,3,5,2,1,2,19,30
03/02/2019 19:45,335,0.34,120.4,102.9,0.0,60,2019-03-02 19:45:00,3,5,2,1,3,19,45
03/02/2019 20:00,302,0.3,116.5,101.8,0.0,60,2019-03-02 20:00:00,3,5,2,1,4,20,0
03/02/2019 20:15,310,0.31,118.5,102.2,0.0,57,2019-03-02 20:15:00,3,5,2,1,1,20,15
03/02/2019 20:30,262,0.26,116.8,103.3,0.0,57,2019-03-02 20:30:00,3,5,2,1,2,20,30
03/02/2019 20:45,300,0.3,115.3,101.3,0.0,57,2019-03-02 20:45:00,3,5,2,1,3,20,45
03/02/2019 21:00,254,0.25,119.8,102.3,0.0,57,2019-03-02 21:00:00,3,5,2,1,4,21,0
03/02/2019 21:15,227,0.23,120.2,103.9,0.0,61,2019-03-02 21:15:00,3,5,2,1,1,21,15
03/02/2019 21:30,243,0.24,118.8,103.0,0.0,61,2019-03-02 21:30:00,3,5,2,1,2,21,30
03/02/2019 21:45,217,0.22,115.4,102.6,0.0,61,2019-03-02 21:45:00,3,5,2,1,3,21,45
04/02/2019 06:00,118,0.12,118.2,100.2,0.0,61,2019-04-02 06:00:00,4,1,2,0,4,6,0
04/02/2019 06:15,194,0.19,109.0,97.3,0.0,65,2019-04-02 06:15:00,4,1,2,0,1,6,15
04/02/2019 06:30,383,0.38,109.0,94.8,0.0,65,2019-04-02 06:30:00,4,1,2,0,2,6,30
04/02/2019 06:45,567,0.57,105.4,91.4,0.0,65,2019-04-02 06:45:00,4,1,2,0,3,6,45
04/02/2019 07:00,702,0.7,102.3,88.9,0.0,65,2019-04-02 07:00:00,4,1,2,0,4,7,0
04/02/2019 07:15,798,0.8,97.7,85.6,0.0,70,2019-04-02 07:15:00,4,1,2,0,1,7,15
04/02/2019 07:30,925,0.93,46.0,54.6,0.0,70,2019-04-02 07:30:00,4,1,2,0,2,7,30
04/02/2019 07:45,799,0.8,38.7,35.1,0.0,70,2019-04-02 07:45:00,4,1,2,0,3,7,45
04/02/2019 08:00,672,0.67,49.8,55.5,0.0,70,2019-04-02 08:00:00,4,1,2,0,4,8,0
04/02/2019 08:15,823,0.82,92.8,84.6,0.0,70,2019-04-02 08:15:00,4,1,2,0,1,8,15
04/02/2019 08:30,796,0.8,99.7,89.4,0.0,70,2019-04-02 08:30:00,4,1,2,0,2,8,30
04/02/2019 08:45,857,0.86,89.5,77.9,0.0,70,2019-04-02 08:45:00,4,1,2,0,3,8,45
04/02/2019 09:00,662,0.66,93.5,82.4,0.0,70,2019-04-02 09:00:00,4,1,2,0,4,9,0
04/02/2019 09:15,570,0.57,103.2,91.6,0.0,70,2019-04-02 09:15:00,4,1,2,0,1,9,15
04/02/2019 09:30,510,0.51,106.8,93.6,0.0,70,2019-04-02 09:30:00,4,1,2,0,2,9,30
04/02/2019 09:45,518,0.52,104.2,91.7,0.0,70,2019-04-02 09:45:00,4,1,2,0,3,9,45
04/02/2019 10:00,461,0.46,106.4,91.1,0.0,70,2019-04-02 10:00:00,4,1,2,0,4,10,0
04/02/2019 10:15,475,0.48,104.7,90.9,0.0,75,2019-04-02 10:15:00,4,1,2,0,1,10,15
04/02/2019 10:30,442,0.44,107.6,92.4,0.0,75,2019-04-02 10:30:00,4,1,2,0,2,10,30
04/02/2019 10:45,410,0.41,104.8,94.1,0.0,75,2019-04-02 10:45:00,4,1,2,0,3,10,45
04/02/2019 11:00,463,0.46,106.5,92.0,0.0,75,2019-04-02 11:00:00,4,1,2,0,4,11,0
04/02/2019 11:15,411,0.41,104.4,93.2,0.0,75,2019-04-02 11:15:00,4,1,2,0,1,11,15
04/02/2019 11:30,462,0.46,105.0,92.0,0.0,75,2019-04-02 11:30:00,4,1,2,0,2,11,30
04/02/2019 11:45,467,0.47,103.7,93.4,0.0,75,2019-04-02 11:45:00,4,1,2,0,3,11,45
04/02/2019 12:00,435,0.44,105.8,92.4,0.0,75,2019-04-02 12:00:00,4,1,2,0,4,12,0
04/02/2019 12:15,419,0.42,105.2,93.6,0.0,75,2019-04-02 12:15:00,4,1,2,0,1,12,15
04/02/2019 12:30,523,0.52,106.1,92.8,0.0,75,2019-04-02 12:30:00,4,1,2,0,2,12,30
04/02/2019 12:45,538,0.54,104.8,92.8,0.0,75,2019-04-02 12:45:00,4,1,2,0,3,12,45
04/02/2019 13:00,517,0.52,105.2,93.0,0.0,75,2019-04-02 13:00:00,4,1,2,0,4,13,0
04/02/2019 13:15,528,0.53,103.7,92.3,0.25,63,2019-04-02 13:15:00,4,1,2,0,1,13,15
04/02/2019 13:30,459,0.46,105.3,91.8,0.25,63,2019-04-02 13:30:00,4,1,2,0,2,13,30
04/02/2019 13:45,512,0.51,107.3,92.9,0.25,63,2019-04-02 13:45:00,4,1,2,0,3,13,45
04/02/2019 14:00,540,0.54,106.1,91.0,0.25,63,2019-04-02 14:00:00,4,1,2,0,4,14,0
04/02/2019 14:15,473,0.47,103.3,90.6,0.5,75,2019-04-02 14:15:00,4,1,2,0,1,14,15
04/02/2019 14:30,556,0.56,103.7,91.6,0.5,75,2019-04-02 14:30:00,4,1,2,0,2,14,30
04/02/2019 14:45,565,0.57,103.2,92.3,0.5,75,2019-04-02 14:45:00,4,1,2,0,3,14,45
04/02/2019 15:00,546,0.55,104.0,92.3,0.5,75,2019-04-02 15:00:00,4,1,2,0,4,15,0
04/02/2019 15:15,595,0.6,105.1,91.6,0.13,60,2019-04-02 15:15:00,4,1,2,0,1,15,15
04/02/2019 15:30,628,0.63,103.9,91.1,0.13,60,2019-04-02 15:30:00,4,1,2,0,2,15,30
04/02/2019 15:45,705,0.71,104.6,92.1,0.13,60,2019-04-02 15:45:00,4,1,2,0,3,15,45
04/02/2019 16:00,760,0.76,103.0,90.5,0.13,60,2019-04-02 16:00:00,4,1,2,0,4,16,0
04/02/2019 16:15,615,0.62,105.8,92.3,0.13,61,2019-04-02 16:15:00,4,1,2,0,1,16,15
04/02/2019 16:30,805,0.81,94.0,82.3,0.13,61,2019-04-02 16:30:00,4,1,2,0,2,16,30
04/02/2019 16:45,855,0.86,97.2,86.3,0.13,61,2019-04-02 16:45:00,4,1,2,0,3,16,45
04/02/2019 17:00,871,0.87,79.6,76.6,0.13,61,2019-04-02 17:00:00,4,1,2,0,4,17,0
04/02/2019 17:15,891,0.89,65.4,66.3,0.25,58,2019-04-02 17:15:00,4,1,2,0,1,17,15
04/02/2019 17:30,802,0.8,23.8,22.3,0.25,58,2019-04-02 17:30:00,4,1,2,0,2,17,30
04/02/2019 17:45,771,0.77,41.6,36.5,0.25,58,2019-04-02 17:45:00,4,1,2,0,3,17,45
04/02/2019 18:00,659,0.66,26.4,18.5,0.25,58,2019-04-02 18:00:00,4,1,2,0,4,18,0
